,id,symbol,name,image,current_price,market_cap,fully_diluted_valuation,total_volume,circulating_supply,total_supply,max_supply,ath,to_ATH_pct,Price_Change_24h,Price_Change_7d,Price_Change_30d,Price_Change_200d,Price_Change_1Y,market_cap_dominance,volume_dominance,mcap_vol_ratio,mcap_circ_ratio,id_protocols,name_protocols,symbol_protocols,gecko_id,chain,category,slug,tvl,change_1h,change_1d,change_7d,gecko_id_chains,tvl_chains,tokenSymbol,cmcId,name_chains,chainId,mcap_tvl_ratio_dapp,mcap_tvl_ratio_chain
237,polymath,poly,Polymath,https://assets.coingecko.com/coins/images/2784/large/inKkF01.png?1605007034,0.1248,114.24,,0.38,898550829.67,1000000000.0,,1.59,-91.85,-20.11,-33.38,-40.18,-37.14,-47.72,0.01,0.0,300.63,0.9,,,,,,,,,,,,,,,,,,,
238,everscale,ever,Everscale,https://assets.coingecko.com/coins/images/12783/large/everscale_badge_main_round_1x.png?1640050196,0.0638,113.4,,8.05,1793626191.0,2083803290.0,,2.56,-97.53,-2.85,52.79,15.73,43.92,-71.54,0.01,0.01,14.09,0.86,,,,,,,,,,,,everscale,4.85,EVER,7505,Everscale,,,23.38
239,ribbon-finance,rbn,Ribbon Finance,https://assets.coingecko.com/coins/images/15823/large/RBN_64x64.png?1633529723,0.1602,113.23,160.08,0.51,707336063.93,1000000000.0,1000000000.0,5.54,-97.11,1.61,13.46,-3.43,-14.5,-46.45,0.01,0.0,222.02,0.71,,,,,,,,,,,,,,,,,,,
240,bitrise-token,brise,Bitgert,https://assets.coingecko.com/coins/images/17388/large/bitgert.png?1660272192,0.0,112.95,285.45,1.33,395688215721653.25,427063549263988.0,1000000000000000.0,1.84e-06,-84.46,-1.85,-4.63,-23.55,-22.03,-59.97,0.01,0.0,84.92,0.93,1905,Bitgert,BRISE,bitrise-token,Multi-Chain,Yield,bitgert,0.0,,,,bitrise-token,1.24,BRISE,11079,Bitgert,32520,,91.09
241,coredaoorg,core,Core,https://assets.coingecko.com/coins/images/28938/large/coredao.png?1675503751,0.9101,112.53,1910.91,10.14,123667287.36,2100000000.0,2100000000.0,6.14,-85.18,0.78,7.87,-40.56,,,0.01,0.02,11.1,0.06,,,,,,,,,,,,coredaoorg,8.1,CORE,23254,CORE,,,13.89
242,zencash,zen,Horizen,https://assets.coingecko.com/coins/images/691/large/horizen.png?1555052241,8.15,112.22,171.46,5.08,13743800.0,13743768.75,21000000.0,165.92,-95.08,-4.69,-5.0,-15.02,-18.76,-63.88,0.01,0.01,22.09,1.0,,,,,,,,,,,,,,,,,,,
243,rif-token,rif,RSK Infrastructure Framework,https://assets.coingecko.com/coins/images/7460/large/RIF.png?1558011767,0.1155,111.67,,2.41,966700001.58,1000000000.0,,0.455938,-74.67,-6.2,-10.81,-2.78,200.64,27.78,0.01,0.0,46.34,0.97,,,,,,,,,,,,,,,,,,,
244,origintrail,trac,OriginTrail,https://assets.coingecko.com/coins/images/1877/large/TRAC.jpg?1635134367,0.2897,110.87,144.81,1.0,382798499.36,500000000.0,500000000.0,3.5,-91.73,0.7,10.29,-22.53,79.71,-10.73,0.01,0.0,110.87,0.77,,,,,,,,,,,,,,,,,,,
245,telcoin,tel,Telcoin,https://assets.coingecko.com/coins/images/1899/large/tel.png?1547036203,0.001599,110.72,,0.54,69202904801.73,100000000000.0,,0.064483,-97.52,-5.73,-6.44,-24.23,-9.51,-30.36,0.01,0.0,205.04,0.69,456,Telcoin,TEL,telcoin,Polygon,Payments,telcoin,0.0,,,,,,,,,,,
246,kyber-network-crystal,knc,Kyber Network Crystal,https://assets.coingecko.com/coins/images/14899/large/RwdVsGcw_400x400.jpg?1618923851,0.6047,110.53,152.96,7.07,182308299.6,224429553.62,252301550.0,5.7,-89.38,-5.2,-1.68,-11.19,1.77,-72.96,0.01,0.01,15.63,0.81,,,,,,,,,,,,,,,,,,,
247,canvas-n-glr,glr,GalleryCoin,https://assets.coingecko.com/coins/images/29372/large/%EA%B0%A4%EB%9F%AC%EB%A6%AC%EC%BD%94%EC%9D%B8_%EB%A1%9C%EA%B3%A0%28200_200%29.png?1678350274,0.4597,110.34,919.34,0.0,240038500.0,2000000000.0,2000000000.0,0.537019,-14.26,-0.08,-3.87,15.39,,,0.01,0.0,,0.12,,,,,,,,,,,,,,,,,,,
248,iexec-rlc,rlc,iExec RLC,https://assets.coingecko.com/coins/images/646/large/pL1VuXm.png?1604543202,1.51,109.55,131.68,10.73,72382548.07,86999784.99,86999784.99,15.51,-90.24,-5.26,-5.72,-19.17,76.25,59.38,0.01,0.02,10.21,0.83,,,,,,,,,,,,,,,,,,,
249,celer-network,celr,Celer Network,https://assets.coingecko.com/coins/images/4379/large/Celr.png?1554705437,0.0194,109.52,194.0,9.73,5645454935.83,10000000000.0,10000000000.0,0.194843,-90.05,-6.01,-5.88,-18.41,70.95,3.06,0.01,0.02,11.26,0.56,801,cBridge,CELR,celer-network,Multi-Chain,Bridge,cbridge,125.43,-0.022842840851964752,-1.8604095904040179,-3.693573237397146,,,,,,,0.87,
250,energy-web-token,ewt,Energy Web,https://assets.coingecko.com/coins/images/10886/large/R9gQTJV__400x400.png?1585604557,2.35,109.42,235.18,1.05,46527723.16,69017450.95,100000000.0,22.67,-89.62,-2.7,-5.44,-10.81,-29.49,-20.05,0.01,0.0,104.21,0.67,,,,,,,,,,,,energy-web-token,0.37,EWT,5268,EnergyWeb,246,,295.73
251,linear,lina,Linear,https://assets.coingecko.com/coins/images/12509/large/1649227343-linalogo200px.png?1649229117,0.0204,108.79,203.56,350.43,5344128102.18,10000000000.0,10000000000.0,0.298899,-93.19,4.33,82.43,69.2,234.17,89.98,0.01,0.64,0.31,0.53,1057,Linear Finance,LINA,linear,Binance,Derivatives,linear-finance,13.45,-2.4739618706133797,0.2758757012606594,56.32856524425898,,,,,,,8.09,
252,polymesh,polyx,Polymesh,https://assets.coingecko.com/coins/images/23496/large/Polymesh-symbol.png?1683256883,0.1416,108.78,108.78,5.88,770657280.92,770657280.92,,0.494208,-71.33,-3.85,-5.01,-19.37,22.4,-37.17,0.01,0.01,18.5,1.0,,,,,,,,,,,,,,,,,,,
253,liquity,lqty,Liquity,https://assets.coingecko.com/coins/images/14665/large/200-lqty-icon.png?1617631180,1.17,108.48,117.5,9.08,92318490.33,100000000.0,100000000.0,146.94,-99.2,-7.07,-6.14,-34.02,98.01,-11.82,0.01,0.02,11.95,0.92,270,Liquity,LQTY,liquity,Ethereum,CDP,liquity,736.29,-0.10165211436397215,-2.4864886573435285,2.3586849248550266,,,,,,,0.15,
254,access-protocol,acs,Access Protocol,https://assets.coingecko.com/coins/images/28747/large/dR4FovX4_400x400.jpg?1673860839,0.003602,108.37,360.91,3.16,30089063597.01,100204588571.01,,0.02687893,-86.56,-3.82,0.86,-27.48,,,0.01,0.01,34.29,0.3,,,,,,,,,,,,,,,,,,,
255,msol,msol,Marinade staked SOL,https://assets.coingecko.com/coins/images/17752/large/mSOL.png?1644541955,22.87,108.25,108.25,1.06,4727870.0,4727868.0,4727868.0,3541.84,-99.36,-3.02,5.67,-7.3,44.04,-53.11,0.01,0.0,102.12,1.0,,,,,,,,,,,,,,,,,,,
256,insure,sure,inSure DeFi,https://assets.coingecko.com/coins/images/10354/large/logo-grey-circle.png?1614910406,0.004034,106.78,355.07,0.11,26464285452.47,88000000000.0,88000000000.0,0.11397,-96.46,11.57,-10.95,-30.74,78.82,-16.44,0.01,0.0,970.73,0.3,,,,,,,,,,,,,,,,,,,
257,nucypher,nu,NuCypher,https://assets.coingecko.com/coins/images/3318/large/photo1198982838879365035.jpg?1547037916,0.0818,106.45,318.07,0.0,1300289945.64,3885390081.75,3885390081.75,2.61,-96.86,-3.55,-5.27,-18.65,-26.13,-52.02,0.01,0.0,,0.33,,,,,,,,,,,,,,,,,,,
258,deso,deso,Decentralized Social,https://assets.coingecko.com/coins/images/16310/large/deso-logo-refresh-white.png?1666430590,10.01,106.0,108.78,0.12,10532253.89,10808492.69,10808492.69,198.68,-94.94,-0.42,-0.65,-24.99,7.17,-18.23,0.01,0.0,883.33,0.97,,,,,,,,,,,,,,,,,,,
259,vvs-finance,vvs,VVS Finance,https://assets.coingecko.com/coins/images/20210/large/8glAYOTM_400x400.jpg?1636667919,3e-06,105.32,298.36,0.3,35298026471623.0,72499539788855.0,100000000000000.0,0.00033093,-99.1,-1.31,-2.55,-16.12,-31.66,-64.69,0.01,0.0,351.07,0.49,831,VVS Finance,VVS,vvs-finance,Cronos,Dexes,vvs-finance,164.53,-0.009545289499598653,-1.0512613683898167,-1.0676856309256522,,,,,,,0.64,
260,omisego,omg,OMG Network,https://assets.coingecko.com/coins/images/776/large/OMG_Network.jpg?1591167168,0.7473,104.98,104.98,13.3,140245398.25,140245398.25,140245398.25,25.62,-97.08,-6.09,-3.37,-28.25,-37.22,-72.6,0.01,0.02,7.89,1.0,,,,,,,,,,,,,,,,,,,
261,kujira,kuji,Kujira,https://assets.coingecko.com/coins/images/20685/large/kuji-200x200.png?1637557201,0.9107,104.97,111.77,0.26,114953235.14,122374481.99,122398170.0,4.87,-81.29,1.0,1.62,36.79,37.78,19584.25,0.01,0.0,403.73,0.94,,,,,,,,,,,,kujira,13.57,KUJI,15185,Kujira,,,7.74
262,api3,api3,API3,https://assets.coingecko.com/coins/images/13256/large/api3.jpg?1606751424,1.22,104.55,152.97,2.96,85278947.51,124769239.32,124769239.32,10.3,-88.1,-3.26,1.66,-15.88,-17.75,-29.96,0.01,0.01,35.32,0.68,1339,API3,API3,api3,Ethereum,Oracle,api3,0.0,,,,,,,,,,,
263,e-radix,exrd,e-Radix,https://assets.coingecko.com/coins/images/13145/large/exrd_logo.png?1605662677,0.0671,102.38,1617.91,0.03,1518741581.57,1518741581.57,24000000000.0,0.660211,-89.79,-4.8,-6.21,-34.47,28.49,-23.17,0.01,0.0,3412.67,1.0,,,,,,,,,,,,,,,,,,,
264,coinex-token,cet,CoinEx,https://assets.coingecko.com/coins/images/4817/large/coinex-token.png?1547040183,0.0331,101.25,332.67,1.01,3043491039.9,5868849037.61,10000000000.0,0.150293,-77.87,-5.22,-6.92,-7.37,-21.37,-23.63,0.01,0.0,100.25,0.52,,,,,,,,,,,,coinex-token,2.03,CET,2941,CSC,52,,49.88
265,apenft,nft,APENFT,https://assets.coingecko.com/coins/images/15687/large/apenft.jpg?1621562368,0.0,99.81,360.21,7.05,277080562500000.0,999990000000000.0,999990000000000.0,7.53e-06,-95.22,-2.3,-2.16,-3.58,-32.56,-56.16,0.01,0.01,14.16,0.28,,,,,,,,,,,,,,,,,,,
266,alethea-artificial-liquid-intelligence-token,ali,Artificial Liquid Intelligence,https://assets.coingecko.com/coins/images/22062/large/alethea-logo-transparent-colored.png?1642748848,0.0278,99.7,277.86,2.33,3588163659.86,10000000000.0,10000000000.0,0.201312,-86.16,0.61,47.23,5.49,270.61,3.85,0.01,0.0,42.79,0.36,,,,,,,,,,,,,,,,,,,
267,stride,strd,Stride,https://assets.coingecko.com/coins/images/27275/large/STRD_800.png?1663116708,1.17,99.63,117.13,0.12,85057362.93,85057362.93,100000000.0,50.0,-97.65,-3.04,-13.75,-14.37,217.21,,0.01,0.0,830.25,1.0,2251,Stride,STRD,stride,Stride,Liquid Staking,stride,35.62,-0.5515754075026678,-2.7350646117018442,2.5807970816097026,stride,35.64,STRD,21781,Stride,,2.8,2.8
268,flex-coin,flex,FLEX Coin,https://assets.coingecko.com/coins/images/9108/large/coinflex_logo.png?1628750583,1.0,99.21,99.28,0.51,98664950.2,98735764.89,98735764.89,7.56,-86.7,19.08,28.9,-2.72,1691.03,-80.4,0.01,0.0,194.53,1.0,1717,CoinFLEX,FLEX,flex-coin,smartBCH,Yield,coinflex,0.0,,,,,,,,,,,
269,fx-coin,fx,Function X,https://assets.coingecko.com/coins/images/8186/large/47271330_590071468072434_707260356350705664_n.jpg?1556096683,0.1614,99.17,305.46,7.1,614609969.7,614609969.7,1893022625.0,2.2,-92.67,-1.65,3.99,-10.13,-13.37,-41.04,0.01,0.01,13.97,1.0,,,,,,,,,,,,fx-coin,2.25,FX,3884,FunctionX,,,44.08
270,pundi-x-2,pundix,Pundi X,https://assets.coingecko.com/coins/images/14571/large/vDyefsXq_400x400.jpg?1617085003,0.3776,97.57,97.57,2.42,258433177.1,258433177.1,258433177.1,10.07,-96.25,-3.48,-2.25,-16.31,-4.51,-28.03,0.01,0.0,40.32,1.0,,,,,,,,,,,,,,,,,,,
271,milk-alliance,mlk,MiL.k Alliance,https://assets.coingecko.com/coins/images/11978/large/2.png?1617602076,0.3344,95.68,436.45,17.02,284979706.0,986245419.0,1300000000.0,3.59,-90.68,0.1,1.4,-7.56,21.26,-35.82,0.01,0.03,5.62,0.29,,,,,,,,,,,,,,,,,,,
272,playdapp,pla,PlayDapp,https://assets.coingecko.com/coins/images/14316/large/54023228.png?1615366911,0.174,95.51,,1.9,548992304.0,700000000.0,,3.74,-95.35,-3.61,-2.74,-15.75,-14.63,-69.45,0.01,0.0,50.27,0.78,,,,,,,,,,,,,,,,,,,
273,benqi-liquid-staked-avax,savax,BENQI Liquid Staked AVAX,https://assets.coingecko.com/coins/images/23657/large/savax_blue.png?1644989825,15.35,95.32,,0.48,6241768.31,6241768.31,,103.55,-85.23,-3.65,-1.14,-16.51,12.62,-43.75,0.01,0.0,198.58,1.0,,,,,,,,,,,,,,,,,,,
274,ergo,erg,Ergo,https://assets.coingecko.com/coins/images/2484/large/Ergo.png?1574682618,1.36,95.31,,0.32,69850371.0,97739924.0,,18.72,-92.71,-0.82,-2.08,-16.37,-19.18,-49.21,0.01,0.0,297.84,0.71,,,,,,,,,,,,ergo,3.94,ERG,1555,Ergo,,,24.19
275,cocos-bcx,cocos,COCOS BCX,https://assets.coingecko.com/coins/images/4932/large/_QPpjoUi_400x400.jpg?1566430520,1.33,94.54,,0.98,71051748.0,71051748.0,,5.44,-75.57,9.05,-12.48,-24.72,185.39,80.31,0.01,0.0,96.47,1.0,,,,,,,,,,,,,,,,,,,
276,eusd-27a558b0-8b5b-4225-a614-63539da936f4,eusd,eUSD,https://assets.coingecko.com/coins/images/30047/large/image_5.png?1683016861,1.0,94.32,94.32,2.4,94246551.64,94246551.64,,1.064,-5.84,-0.05,-0.08,,,,0.01,0.0,39.3,1.0,,,,,,,,,,,,,,,,,,,
277,metis-token,metis,Metis,https://assets.coingecko.com/coins/images/15595/large/metis.jpeg?1660285312,21.6,94.16,216.25,1.87,4354321.35,5410000.51,10000000.0,323.54,-93.32,-2.97,1.11,-17.1,10.68,-7.56,0.01,0.0,50.35,0.8,,,,,,,,,,,,metis-token,40.31,METIS,9640,Metis,1088,,2.34
278,wilder-world,wild,Wilder World,https://assets.coingecko.com/coins/images/15407/large/WWLogo_Gradient_Cirlce.png?1620743969,0.3741,93.94,187.09,0.94,251038089.28,500000000.0,500000000.0,7.44,-94.97,-0.11,4.19,14.61,84.22,8.41,0.01,0.0,99.94,0.5,,,,,,,,,,,,,,,,,,,
279,coin98,c98,Coin98,https://assets.coingecko.com/coins/images/17117/large/logo.png?1626412904,0.1867,93.26,186.72,7.75,499444435.0,1000000000.0,1000000000.0,6.42,-97.09,-7.08,-2.17,-20.11,-10.27,-74.16,0.01,0.01,12.03,0.5,,,,,,,,,,,,,,,,,,,
280,nano,xno,Nano,https://assets.coingecko.com/coins/images/756/large/nano.png?1637232468,0.6984,93.08,93.08,0.44,133248290.0,133248290.0,133248290.0,33.69,-97.93,-2.29,-0.53,-11.88,16.42,-43.86,0.01,0.0,211.55,1.0,,,,,,,,,,,,,,,,,,,
281,status,snt,Status,https://assets.coingecko.com/coins/images/779/large/status.png?1548610778,0.0233,92.24,,1.34,3960483788.31,6804870174.0,,0.684918,-96.6,-2.37,-0.78,-11.49,5.41,-40.84,0.01,0.0,68.84,0.58,,,,,,,,,,,,,,,,,,,
282,ecoin-2,ecoin,Ecoin,https://assets.coingecko.com/coins/images/10849/large/IMG_4307.jpg?1585628922,0.000199,91.87,,0.0,461121735617.0,1000000000000.0,,0.01276469,-98.44,0.11,-9.5,-35.8,-37.71,-66.83,0.01,0.0,,0.46,,,,,,,,,,,,,,,,,,,
283,nym,nym,Nym,https://assets.coingecko.com/coins/images/24488/large/NYM_Token.png?1649926353,0.2028,90.81,202.78,0.6,447835102.58,1000000000.0,1000000000.0,5.76,-96.47,-3.01,25.99,-7.92,7.86,-53.5,0.01,0.0,151.35,0.45,,,,,,,,,,,,,,,,,,,
284,agoric,bld,Agoric,https://assets.coingecko.com/coins/images/24487/large/agoric_bld_logo.png?1675187507,0.172,90.44,215.03,0.63,525745274.33,1036983499.74,1250000000.0,0.751177,-77.08,-0.09,-3.39,-18.66,-40.67,,0.01,0.0,143.56,0.51,,,,,,,,,,,,,,,,,,,
285,secret,scrt,Secret,https://assets.coingecko.com/coins/images/11871/large/secret_logo.png?1677312924,0.4272,90.21,,1.67,211078254.0,190198234.0,,10.38,-95.88,-3.95,-8.87,-30.32,-35.5,-74.78,0.01,0.0,54.02,1.11,245,Secret Network,SCRT,secret,Secret,Chain,secret-network,7.34,-5.333156934739236e-06,0.17974368750273584,1.034354949324353,secret,11.73,SCRT,5604,Secret,,12.29,7.69
286,numeraire,nmr,Numeraire,https://assets.coingecko.com/coins/images/752/large/numeraire.png?1592538976,14.43,89.95,158.67,5.69,6236129.94,10876180.28,11000000.0,93.15,-84.52,-4.86,4.08,-9.67,26.92,12.28,0.01,0.01,15.81,0.57,226,Erasure,NMR,numeraire,Ethereum,Derivatives,erasure,3.47,-0.41451060167119635,-4.757396215882338,2.8770661686625942,,,,,,,25.92,
287,smooth-love-potion,slp,Smooth Love Potion,https://assets.coingecko.com/coins/images/10366/large/SLP.png?1578640057,0.002142,89.89,,4.67,41980083489.0,,,0.399727,-99.46,-3.78,-1.14,-14.5,-15.28,-63.19,0.01,0.01,19.25,,,,,,,,,,,,,,,,,,,,
288,metars-genesis,mrs,Metars Genesis,https://assets.coingecko.com/coins/images/26625/large/PRmUU8O1_400x400.jpeg?1659322669,1.43,89.41,,0.12,62850000.0,1000000000.0,,4.3,-66.73,-3.23,1.2,-5.33,45.01,,0.01,0.0,745.08,0.06,,,,,,,,,,,,,,,,,,,
289,celsius-degree-token,cel,Celsius Network,https://assets.coingecko.com/coins/images/3263/large/CEL_logo.png?1609598753,0.2093,88.68,,0.19,423415980.35,692753441.5,,8.05,-97.4,-4.85,-4.17,-26.22,-63.93,-72.68,0.01,0.0,466.74,0.61,,,,,,,,,,,,,,,,,,,
290,lido-staked-sol,stsol,Lido Staked SOL,https://assets.coingecko.com/coins/images/18369/large/logo_-_2021-09-15T100934.765.png?1631671781,22.76,88.65,88.65,1.35,3900411.74,3900406.85,3900406.85,263.24,-91.36,-3.11,5.67,-7.29,42.87,-52.92,0.01,0.0,65.67,1.0,,,,,,,,,,,,,,,,,,,
291,dexe,dexe,DeXe,https://assets.coingecko.com/coins/images/12713/large/logo_%2814%29.png?1601952779,2.42,88.35,,0.65,36473297.96,96504599.34,,32.38,-92.53,-3.59,-2.92,-21.31,2.79,-26.57,0.01,0.0,135.92,0.38,,,,,,,,,,,,,,,,,,,
292,multichain,multi,Multichain,https://assets.coingecko.com/coins/images/22087/large/1_Wyot-SDGZuxbjdkaOeT2-A.png?1640764238,4.53,88.02,,17.93,19363292.6,100000000.0,,33.64,-86.52,10.46,-21.95,-50.68,33.79,-15.92,0.01,0.03,4.91,0.19,591,Multichain,MULTI,multichain,Multi-Chain,Bridge,multichain,1532.51,-0.03698154124647601,-1.09850324915719,-4.902985397681334,,,,,,,0.06,
293,radicle,rad,Radicle,https://assets.coingecko.com/coins/images/14013/large/radicle.png?1614402918,1.77,87.99,176.59,9.8,49829110.57,99998580.0,100000000.0,27.61,-93.6,-4.42,-6.62,-33.33,10.42,-24.7,0.01,0.02,8.98,0.5,,,,,,,,,,,,,,,,,,,
294,medibloc,med,Medibloc,https://assets.coingecko.com/coins/images/1374/large/medibloc_basic.png?1570607623,0.0128,87.54,128.13,0.75,6832129723.0,8872457162.2,10000000000.0,0.351852,-96.36,-4.42,-4.9,-20.49,-16.12,-55.38,0.01,0.0,116.72,0.77,,,,,,,,,,,,,,,,,,,
295,chromaway,chr,Chromia,https://assets.coingecko.com/coins/images/5000/large/Chromia.png?1559038018,0.1541,87.52,154.28,47.28,567296409.42,567296409.42,1000000000.0,1.49,-89.65,4.26,9.3,0.25,37.25,-43.59,0.01,0.09,1.85,1.0,,,,,,,,,,,,,,,,,,,
296,my-neighbor-alice,alice,My Neighbor Alice,https://assets.coingecko.com/coins/images/14375/large/alice_logo.jpg?1615782968,1.26,87.43,126.46,9.0,69140476.0,100000000.0,100000000.0,40.93,-96.91,-2.95,-2.61,-17.85,9.81,-59.4,0.01,0.02,9.71,0.69,,,,,,,,,,,,,,,,,,,
297,constitutiondao,people,ConstitutionDAO,https://assets.coingecko.com/coins/images/20612/large/GN_UVm3d_400x400.jpg?1637294355,0.0171,86.64,86.64,12.78,5067194794.3,5067194794.3,5067194794.3,0.185022,-90.76,-3.7,-1.24,-24.27,-24.16,-25.36,0.01,0.02,6.78,1.0,,,,,,,,,,,,,,,,,,,
298,syscoin,sys,Syscoin,https://assets.coingecko.com/coins/images/119/large/Syscoin.png?1560401261,0.1213,86.53,91.32,1.03,712004948.84,751391717.09,,1.3,-90.66,-4.83,0.35,-18.61,5.94,-40.16,0.01,0.0,84.01,0.95,,,,,,,,,,,,syscoin,1.09,SYS,541,Syscoin,57,,79.39
299,constellation-labs,dag,Constellation,https://assets.coingecko.com/coins/images/4645/large/Constellation_Network_Logo.png?1662543939,0.033,86.48,,0.28,2619017377.29,3550000000.0,,0.451761,-92.69,0.18,5.15,5.01,-33.74,-64.37,0.01,0.0,308.86,0.74,,,,,,,,,,,,,,,,,,,
300,decimal,del,Decimal,https://assets.coingecko.com/coins/images/17133/large/logo_-_2021-07-16T133613.232.png?1626413833,0.0221,85.54,2030.87,0.0,3878272334.51,3878207953.45,92075616000.0,2.76,-99.2,2.12,-18.48,-34.59,-42.91,-74.22,0.01,0.0,,1.0,,,,,,,,,,,,,,,,,,,
301,ankreth,ankreth,Ankr Staked ETH,https://assets.coingecko.com/coins/images/13403/large/aETHc.png?1625756490,2076.88,85.17,,0.0,41007.91,41007.91,,4733.13,-56.12,-1.96,3.63,2.19,65.51,10.78,0.01,0.0,,1.0,,,,,,,,,,,,,,,,,,,
302,coinweb,cweb,Coinweb,https://assets.coingecko.com/coins/images/21607/large/Logo_200x200.png?1641566717,0.0279,84.75,214.57,0.26,3033554205.0,7648484172.92,7680000000.0,0.661693,-95.78,-2.41,-2.84,7.9,47.96,76.34,0.01,0.0,325.96,0.4,,,,,,,,,,,,,,,,,,,
303,humanscape,hum,Humanscape,https://assets.coingecko.com/coins/images/4243/large/Webp.net-resizeimage_%2836%29.png?1547039574,0.0928,84.7,100.59,1.78,913409273.38,1084734273.38,1084734273.38,0.994652,-90.68,-2.93,1.21,-8.6,11.86,-61.41,0.01,0.0,47.58,0.84,,,,,,,,,,,,,,,,,,,
304,rollbit-coin,rlb,Rollbit Coin,https://assets.coingecko.com/coins/images/24552/large/unziL6wO_400x400.jpg?1648134494,0.0258,84.62,128.34,0.52,3296951621.59,3296951622.0,5000000000.0,0.063895,-60.01,-5.23,-29.59,59.56,1272.06,771.08,0.01,0.0,162.73,1.0,,,,,,,,,,,,,,,,,,,
305,alpha-finance,alpha,Stella,https://assets.coingecko.com/coins/images/12738/large/Stella200x200-06.png?1684988292,0.1093,84.58,109.28,6.32,774000000.0,1000000000.0,1000000000.0,2.93,-96.26,-11.31,-0.56,-19.88,24.13,-34.13,0.01,0.01,13.38,0.77,160,Homora V2,ALPHA,alpha-finance,Multi-Chain,Yield,homora-v2,57.98,-0.09170899611972061,-1.8127902873160622,1.5505407748957083,,,,,,,1.46,
306,marlin,pond,Marlin,https://assets.coingecko.com/coins/images/8903/large/POND_200x200.png?1622515451,0.0103,84.21,104.12,6.2,8087375977.0,5033753055.0,10000000000.0,0.323362,-96.78,17.67,22.48,0.58,28.32,-10.2,0.01,0.01,13.58,1.61,,,,,,,,,,,,,,,,,,,
307,humans-ai,heart,Humans.ai,https://assets.coingecko.com/coins/images/21273/large/h_logo_1x.png?1638858402,0.0215,83.91,167.48,0.93,3907800000.0,7800000000.0,7800000000.0,0.278557,-92.29,5.51,-2.04,-1.59,377.89,82.24,0.01,0.0,90.23,0.5,,,,,,,,,,,,,,,,,,,
308,avinoc,avinoc,AVINOC,https://assets.coingecko.com/coins/images/4659/large/qX7fh69Q_400x400-1.jpg?1636680685,0.4988,83.2,,0.11,167018564.16,1000000000.0,,3.29,-84.87,-0.32,-1.71,-52.76,128.08,59.86,0.01,0.0,756.36,0.17,,,,,,,,,,,,,,,,,,,
309,merit-circle,mc,Merit Circle,https://assets.coingecko.com/coins/images/19304/large/Db4XqML.png?1634972154,0.2144,83.14,138.91,1.17,386942338.0,646471043.19,646471043.19,11.7,-98.17,-4.78,-4.94,-22.62,-53.62,-80.29,0.01,0.0,71.06,0.6,1048,Merit Circle,MC,merit-circle,Ethereum,Launchpad,merit-circle,0.0,,,,,,,,,,,
310,magic-internet-money,mim,Magic Internet Money,https://assets.coingecko.com/coins/images/16786/large/mimlogopng.png?1624979612,1.0,82.72,136.02,0.26,82897530.32,136321016.83,,1.041,-4.12,-0.23,-0.15,-0.1,0.31,-0.19,0.01,0.0,318.15,0.61,,,,,,,,,,,,,,,,,,,
311,coti,coti,COTI,https://assets.coingecko.com/coins/images/2962/large/Coti.png?1559653863,0.0686,82.66,137.21,4.57,1204830117.45,2000000000.0,2000000000.0,0.668634,-89.74,-1.59,1.95,-11.93,-9.54,-46.81,0.01,0.01,18.09,0.6,,,,,,,,,,,,,,,,,,,
312,gitcoin,gtc,Gitcoin,https://assets.coingecko.com/coins/images/15810/large/gitcoin.png?1621992929,1.35,82.31,135.24,2.66,60863371.56,100000000.0,100000000.0,89.62,-98.49,-5.97,-3.62,-20.07,-21.38,-52.88,0.01,0.0,30.94,0.61,2518,Gitcoin,GTC,gitcoin,Ethereum,Services,gitcoin,0.0,,,,,,,,,,,
313,nest,nest,Nest Protocol,https://assets.coingecko.com/coins/images/11284/large/52954052.png?1589868539,0.0138,82.18,138.59,0.57,5929658302.91,10000000000.0,10000000000.0,0.237647,-94.17,-0.24,8.63,-16.3,-19.2,-50.77,0.01,0.0,144.18,0.59,,,,,,,,,,,,,,,,,,,
314,vulcan-forged,pyr,Vulcan Forged,https://assets.coingecko.com/coins/images/14770/large/1617088937196.png?1619414736,3.43,82.02,171.62,3.08,23897700.0,50000000.0,50000000.0,49.24,-93.03,-6.09,-6.78,0.94,13.2,-24.9,0.01,0.01,26.63,0.48,,,,,,,,,,,,,,,,,,,
315,dent,dent,Dent,https://assets.coingecko.com/coins/images/1152/large/gLCEA2G.png?1604543239,0.000847,81.06,,2.06,95654960452.74,100000000000.0,,0.1006,-99.16,-4.11,0.04,-10.29,26.41,-33.23,0.01,0.0,39.35,0.96,,,,,,,,,,,,,,,,,,,
316,hermez-network-token,hez,Hermez Network,https://assets.coingecko.com/coins/images/12826/large/hermez_logo.png?1602826556,4.84,80.91,91.81,0.21,16706072.39,18958291.6,18958291.6,10.3,-52.97,-1.29,0.08,-1.0,16.57,9.78,0.01,0.0,385.29,0.88,,,,,,,,,,,,,,,,,,,
317,stp-network,stpt,STP,https://assets.coingecko.com/coins/images/8713/large/STP.png?1560262664,0.0416,80.84,80.84,1.49,1942420283.03,1942420283.03,1942420283.03,0.270085,-84.59,-3.22,-3.26,-11.48,33.7,-11.3,0.01,0.0,54.26,1.0,,,,,,,,,,,,,,,,,,,
